chr	start	stop
ARHGAP42	chr11	100558384	100862668
BIRC2	chr11	102217942	102249401
TMEM123	chr11	102267063	102341115
DCUN1D5	chr11	102932805	102962944
DYNC2H1	chr11	102980160	103350591
RP11-886D15.1	chr11	104316596	104480049
CASP4	chr11	104813593	104840163
CASP1	chr11	104896170	104972158
CARD16	chr11	104912053	104972158
GRIA4	chr11	105480721	105852819
MSANTD4	chr11	105866350	105893130
AASDHPPT	chr11	105946228	105969437
GUCY1A2	chr11	106544738	106889250
CWF19L2	chr11	107197071	107328572
CUL5	chr11	107879459	107978503
ACAT1	chr11	107992243	108018503
NPAT	chr11	108027942	108093369
ATM	chr11	108093211	108239829
DDX10	chr11	108535752	108811657
RDX	chr11	110045605	110167447
FDX1	chr11	110300607	110335605
SIK2	chr11	111473115	111601577
C11orf1	chr11	111749659	111756699
CRYAB	chr11	111779289	111794446
C11orf57	chr11	111944810	111955874
TIMM8B	chr11	111955524	111957522
SDHD	chr11	111957497	111990353
IL18	chr11	112013974	112034840
PTS	chr11	112097088	112140678
NCAM1	chr11	112831997	113149158
ZBTB16	chr11	113930315	114121398
NNMT	chr11	114128509	114184007
RBM7	chr11	114270752	114284925
REXO2	chr11	114310108	114321001
CADM1	chr11	115039938	115375675
BUD13	chr11	116618886	116643704
SIK3	chr11	116714118	116969153
PAFAH1B2	chr11	117014983	117047610
TAGLN	chr11	117070037	117075498
PCSK7	chr11	117075053	117103241
RNF214	chr11	117103341	117157161
BACE1	chr11	117156402	117186975
CEP164	chr11	117185273	117283984
FXYD6	chr11	117707693	117748201
IL10RA	chr11	117857063	117872196
CD3E	chr11	118175260	118186890
CD3D	chr11	118209669	118213459
CD3G	chr11	118215059	118225876
UBE4A	chr11	118230300	118269926
ATP5L	chr11	118271869	118302211
KMT2A	chr11	118307205	118397539
ARCN1	chr11	118443105	118473748
PHLDB1	chr11	118477155	118528741
DDX6	chr11	118620034	118661858
CCDC84	chr11	118868852	118886501
RPS25	chr11	118886422	118889401
TRAPPC4	chr11	118889142	118896164
HYOU1	chr11	118914900	118927913
HMBS	chr11	118955576	118964259
H2AFX	chr11	118964564	118966177
DPAGT1	chr11	118967213	118979041
CBL	chr11	119076752	119178859
MCAM	chr11	119179241	119192231
THY1	chr11	119288090	119295695
ARHGEF12	chr11	120207787	120360645
SC5D	chr11	121163162	121179403
SORL1	chr11	121322912	121504402
UBASH3B	chr11	122526383	122685181
HSPA8	chr11	122928197	122933938
GRAMD1B	chr11	123396344	123498482
VWA5A	chr11	123986069	124018428
TBRG1	chr11	124492732	124505287
SPA17	chr11	124543694	124567414
HEPACAM	chr11	124789089	124806308
HEPN1	chr11	124789146	124790573
TMEM218	chr11	124966398	124981659
FEZ1	chr11	125315646	125366213
EI24	chr11	125439112	125454575
STT3A	chr11	125461607	125495110
DCPS	chr11	126173647	126215644
ETS1	chr11	128328656	128457453
FLI1	chr11	128556430	128683162
ARHGAP32	chr11	128834955	129149219
APLP2	chr11	129939732	130014699
ZBTB44	chr11	130096572	130184581
SNX19	chr11	130745331	130786404
NTM	chr11	131240373	132206716
OPCML	chr11	132284871	133402414
IGSF9B	chr11	133778459	133826880
JAM3	chr11	133938820	134021896
VPS26B	chr11	134094539	134117686
THYN1	chr11	134118173	134123264
ACAD8	chr11	134123389	134135749
B3GAT1	chr11	134248398	134281812
KDM5A	chr12	389295	498620
WNK1	chr12	861759	1020618
ERC1	chr12	1099675	1605099
ADIPOR2	chr12	1797740	1897844
FKBP4	chr12	2904119	2914576
ITFG2	chr12	2921788	2968957
RHNO1	chr12	2985424	2998626
TULP3	chr12	2986389	3050306
PARP11	chr12	3900213	3982608
CCND2	chr12	4382938	4414516
C12orf5	chr12	4430371	4462338
DYRK4	chr12	4671370	4723325
NDUFA9	chr12	4758261	4798454
CD9	chr12	6308881	6347425
TNFRSF1A	chr12	6437923	6451280
LTBR	chr12	6484211	6500733
CD27-AS1	chr12	6548167	6560733
CD27	chr12	6554033	6560884
MRPL51	chr12	6601150	6603007
GAPDH	chr12	6643093	6647537
IFFO1	chr12	6647541	6665239
CHD4	chr12	6679249	6716642
LPAR5	chr12	6728001	6745613
ING4	chr12	6759446	6772314
ZNF384	chr12	6775643	6798738
PIANP	chr12	6802958	6809966
COPS7A	chr12	6832907	6841041
MLF2	chr12	6857170	6876641
PTMS	chr12	6874682	6880116
CD4	chr12	6896024	6929974
GPR162	chr12	6930711	6939136
GNB3	chr12	6949118	6956557
USP5	chr12	6961292	6975796
TPI1	chr12	6976283	6980112
LRRC23	chr12	6982733	7023407
ENO2	chr12	7022909	7032861
ATN1	chr12	7033626	7051484
C12orf57	chr12	7052141	7055166
PTPN6	chr12	7055631	7070479
EMG1	chr12	7072408	7105520
PHB2	chr12	7074490	7079988
C1S	chr12	7096351	7178336
C1R	chr12	7187513	7245203
CD163	chr12	7623409	7656489
SLC2A3	chr12	8071826	8088871
C3AR1	chr12	8210898	8219067
NECAP1	chr12	8234807	8250367
RIMKLB	chr12	8834196	8935691
PHC1	chr12	9066492	9094063
M6PR	chr12	9092959	9102551
A2M	chr12	9220260	9268825
KLRB1	chr12	9747147	9760482
CLEC2D	chr12	9817565	9848413
CD69	chr12	9905082	9913497
CLEC2B	chr12	10005583	10022735
CLEC9A	chr12	10183276	10218565
CLEC7A	chr12	10269376	10282857
OLR1	chr12	10310902	10324737
GABARAPL1	chr12	10365057	10375727
KLRD1	chr12	10378657	10469850
KLRC2	chr12	10579453	10594899
MAGOHB	chr12	10758612	10766222
YBX3	chr12	10851683	10875911
PRR4	chr12	10977559	11324212
ETV6	chr12	11802788	12048336
LRP6	chr12	12268959	12419946
CREBL2	chr12	12764761	12798042
CDKN1B	chr12	12867992	12875305
APOLD1	chr12	12878851	12982909
HEBP1	chr12	13127798	13153207
EMP1	chr12	13349650	13369708
GRIN2B	chr12	13693165	14133053
ATF7IP	chr12	14518610	14651697
PLBD1	chr12	14656595	14721283
H2AFJ	chr12	14927270	14930936
WBP11	chr12	14939410	14956474
MGP	chr12	15034115	15038860
ARHGDIB	chr12	15094951	15114662
PDE6H	chr12	15125956	15134799
PTPRO	chr12	15475331	15750333
EPS8	chr12	15773092	16035263
STRAP	chr12	16035325	16056412
DERA	chr12	16064106	16190220
MGST1	chr12	16500076	16762193
LMO3	chr12	16701307	16763528
PLEKHA5	chr12	19282648	19529334
AEBP2	chr12	19556979	19873735
RECQL	chr12	21621845	21654603
GOLT1B	chr12	21654715	21671342
LDHB	chr12	21788276	21910791
CMAS	chr12	22199108	22218608
ST8SIA1	chr12	22216707	22589975
C2CD5	chr12	22601517	22697480
ETNK1	chr12	22778009	22843599
SOX5	chr12	23682440	24103966
BCAT1	chr12	24964295	25102393
LYRM5	chr12	25348150	25362579
KRAS	chr12	25357723	25403870
RASSF8-AS1	chr12	26092262	26112698
RASSF8	chr12	26111962	26232825
BHLHE41	chr12	26272959	26278060
SSPN	chr12	26274924	26452223
ITPR2	chr12	26490342	26986131
FGFR1OP2	chr12	27091316	27119583
TM7SF3	chr12	27126128	27167367
MED21	chr12	27175479	27219276
STK38L	chr12	27396901	27478892
PPFIBP1	chr12	27676364	27848497
MRPS35	chr12	27863706	27909228
KLHL42	chr12	27932953	27955973
CCDC91	chr12	28286182	28732883
ERGIC2	chr12	29490285	29534122
IPO8	chr12	30781922	30848920
CAPRIN2	chr12	30862486	30907885
FAM60A	chr12	31433518	31479992
DENND5B	chr12	31535157	31744031
KIAA1551	chr12	32112304	32146039
BICD1	chr12	32259769	32536567
FGD4	chr12	32552463	32798984
DNM1L	chr12	32832134	32898486
KIF21A	chr12	39687030	39837192
SLC2A13	chr12	40148823	40499891
LRRK2	chr12	40590546	40763087
CNTN1	chr12	41086244	41466220
YAF2	chr12	42550906	42632151
PPHLN1	chr12	42632249	42853517
ZCRB1	chr12	42705880	42719920
PUS7L	chr12	44122410	44152620
IRAK4	chr12	44152747	44183346
TWF1	chr12	44187526	44200178
ANO6	chr12	45609770	45834187
ARID2	chr12	46123448	46301823
SCAF11	chr12	46312914	46385903
SLC38A1	chr12	46576846	46663800
SLC38A2	chr12	46751972	46766650
PCED1B-AS1	chr12	47599681	47610239
RPAP3	chr12	48057070	48099844
TMEM106C	chr12	48357352	48362661
PFKM	chr12	48498922	48540187
ASB8	chr12	48541571	48574996
CCNT1	chr12	49082247	49110681
DDX23	chr12	49223547	49246625
FKBP11	chr12	49315301	49320257
ARF3	chr12	49329506	49351334
PRKAG1	chr12	49396057	49412980
KMT2D	chr12	49412758	49453557
LMBR1L	chr12	49490919	49504683
TUBA1B	chr12	49521565	49525180
TUBA1A	chr12	49578579	49583107
TUBA1C	chr12	49582519	49667114
SPATS2	chr12	49760367	49921205
MCRS1	chr12	49950327	49961936
FMNL3	chr12	50031724	50101948
TMBIM6	chr12	50101508	50158717
NCKAP5L	chr12	50184929	50222533
FAIM2	chr12	50260679	50298000
ASIC1	chr12	50451331	50477394
SMARCD1	chr12	50478755	50494495
COX14	chr12	50505762	50514240
CERS5	chr12	50523575	50561288
LIMA1	chr12	50569571	50677329
LARP4	chr12	50786166	50873787
DIP2B	chr12	50898768	51142450
ATF1	chr12	51157493	51214905
METTL7A	chr12	51317255	51326300
SLC11A2	chr12	51373184	51422349
LETMD1	chr12	51441745	51454207
TFCP2	chr12	51487446	51566926
DAZAP2	chr12	51632076	51665146
BIN2	chr12	51674822	51718452
GRASP	chr12	52400724	52409673
NR4A1	chr12	52416616	52453291
C12orf44	chr12	52463030	52471278
EIF4B	chr12	53399942	53435993
IGFBP6	chr12	53491220	53496129
CSAD	chr12	53551447	53575135
PFDN5	chr12	53689075	53693234
C12orf10	chr12	53693470	53700961
AAAS	chr12	53701240	53718648
SP1	chr12	53773960	53810230
PRR13	chr12	53835389	53840429
PCBP2	chr12	53835525	53874946
ATF7	chr12	53901640	54020199
ATP5G2	chr12	54026510	54071192
CALCOCO1	chr12	54104903	54121529
SMUG1	chr12	54558529	54582778
CBX5	chr12	54624724	54673886
HNRNPA1	chr12	54673977	54680872
COPZ1	chr12	54694986	54745633
ZNF385A	chr12	54762917	54785082
ITGA5	chr12	54789045	54813244
NCKAP1L	chr12	54891495	54937726
METTL7B	chr12	56075330	56078395
ITGA7	chr12	56078352	56109827
BLOC1S1	chr12	56109820	56113871
CD63	chr12	56119107	56123491
SARNP	chr12	56146247	56211540
ORMDL2	chr12	56211703	56215663
MMP19	chr12	56229217	56236750
WIBG	chr12	56295197	56326402
DGKA	chr12	56321103	56347811
RAB5B	chr12	56367697	56388490
RPS26	chr12	56435637	56438116
ERBB3	chr12	56473641	56497289
PA2G4	chr12	56498103	56507691
RPL41	chr12	56510370	56511727
ESYT1	chr12	56512034	56538455
MYL6B	chr12	56546040	56553431
MYL6	chr12	56551945	56557280
SMARCC2	chr12	56556767	56583351
RNF41	chr12	56598285	56615717
NABP2	chr12	56615799	56623638
CS	chr12	56665483	56694176
CNPY2	chr12	56703626	56710120
STAT2	chr12	56735381	56753939
BAZ2A	chr12	56989380	57030600
ATP5B	chr12	57031959	57039798
PTGES3	chr12	57057127	57082159
NACA	chr12	57106212	57125412
NAB2	chr12	57482677	57489259
STAT6	chr12	57489191	57525922
LRP1	chr12	57522276	57607134
SHMT2	chr12	57623110	57628718
NDUFA4L2	chr12	57628686	57634498
R3HDM2	chr12	57643392	57824788
ARHGAP9	chr12	57866038	57882597
MARS	chr12	57869228	57911352
DDIT3	chr12	57910371	57914300
MBD6	chr12	57914493	57923931
DCTN2	chr12	57923885	57941114
KIF5A	chr12	57943781	57980415
DTX3	chr12	57998405	58003587
OS9	chr12	58087738	58115340
TSPAN31	chr12	58131796	58143994
CDK4	chr12	58141510	58149796
MARCH9	chr12	58148881	58154190
TSFM	chr12	58176372	58201854
CTDSP2	chr12	58213710	58240522
RP11-620J15.3	chr12	58325311	58329958
USP15	chr12	62654119	62811211
MON2	chr12	62860597	62991363
TMEM5	chr12	64173583	64203338
SRGAP1	chr12	64238073	64541613
XPOT	chr12	64798130	64844907
TBK1	chr12	64845660	64895888
GNS	chr12	65107225	65153227
LEMD3	chr12	65563351	65642107
LLPH	chr12	66516842	66524548
TMBIM4	chr12	66517709	66563852
IRAK3	chr12	66582659	66648402
CAND1	chr12	67663061	67713731
DYRK2	chr12	68042118	68059186
RAP1B	chr12	69004619	69054372
NUP107	chr12	69080514	69136785
SLC35E3	chr12	69139886	69187508
MDM2	chr12	69201956	69239214
CPM	chr12	69235977	69365350
CPSF6	chr12	69633317	69668138
LYZ	chr12	69742121	69748014
YEATS4	chr12	69753483	69784576
FRS2	chr12	69864129	69973562
CCT2	chr12	69979114	69995350
RAB3IP	chr12	70132461	70216984
CNOT2	chr12	70636774	70748773
KCNMB4	chr12	70760056	70828072
ZFC3H1	chr12	72003252	72061505
THAP2	chr12	72056789	72074419
TMEM19	chr12	72079867	72097836
RAB21	chr12	72148654	72184699
TBC1D15	chr12	72233487	72320629
ATXN7L3B	chr12	74931551	74935223
GLIPR1	chr12	75874460	75897633
KRR1	chr12	75890684	75905416
PHLDA1	chr12	76419227	76427712
NAP1L1	chr12	76438670	76478813
OSBPL8	chr12	76745577	76953589
ZDHHC17	chr12	77157368	77247476
CSRP2	chr12	77252495	77272840
NAV3	chr12	78224685	78606790
SYT1	chr12	79257773	79845788
PPP1R12A	chr12	80167343	80329240
PPFIA2	chr12	81652045	82153332
CCDC59	chr12	82617460	82752584
TMTC2	chr12	83080659	83528649
LRRIQ1	chr12	85430092	85657002
C12orf29	chr12	88427623	88443937
CEP290	chr12	88442793	88535993
DUSP6	chr12	89741009	89747048
ATP2B1	chr12	89981828	90103077
LINC00936	chr12	90102736	90106367
BTG1	chr12	92536286	92539673
EEA1	chr12	93164413	93323107
NUDT4	chr12	93771659	93797024
UBE2N	chr12	93799449	93836038
MRPL42	chr12	93861264	93897545
CRADD	chr12	94071151	94288616
PLXNC1	chr12	94542499	94701451
TMCC3	chr12	94960900	95044338
NDUFA12	chr12	95290831	95397546
NR2C1	chr12	95414005	95467479
VEZT	chr12	95611522	95696566
METAP2	chr12	95867296	95909615
SNRPF	chr12	96252706	96297606
LTA4H	chr12	96394606	96437298
ELK3	chr12	96588160	96663613
CDK17	chr12	96672039	96794338
C12orf55	chr12	96883349	97269333
TMPO	chr12	98909290	98944157
SLC25A3	chr12	98987369	98995946
IKBIP	chr12	99007183	99038891
APAF1	chr12	99038919	99129204
ANKS1B	chr12	99120235	100378432
UHRF1BP1L	chr12	100422233	100536626
ACTR6	chr12	100592900	100635643
SCYL2	chr12	100660918	100735502
ARL1	chr12	101786898	101801598
CHPT1	chr12	102090725	102137918
GNPTAB	chr12	102139275	102224716
CCDC53	chr12	102406705	102455927
IGF1	chr12	102789645	102874423
ASCL1	chr12	103351464	103354294
HSP90B1	chr12	104323885	104347423
C12orf73	chr12	104343980	104359486
TDG	chr12	104359582	104382652
NFYB	chr12	104510855	104532067
TXNRD1	chr12	104609557	104744061
CHST11	chr12	104849073	105155792
C12orf45	chr12	105380088	105443515
KIAA1033	chr12	105501102	105562912
APPL2	chr12	105567074	105630016
C12orf75	chr12	105629068	105789875
NUAK1	chr12	106457118	106533811
CKAP4	chr12	106631655	106698057
RFX4	chr12	106976685	107156581
C12orf23	chr12	107349497	107372556
CRY1	chr12	107385142	107487607
PWP1	chr12	108079509	108106944
SART3	chr12	108916357	108955176
ISCU	chr12	108956358	108963160
TMEM119	chr12	108983622	108992096
SELPLG	chr12	109015686	109027735
CORO1C	chr12	109038885	109125372
SSH1	chr12	109176466	109251366
ALKBH2	chr12	109525996	109531436
MMAB	chr12	109991542	110011679
GLTP	chr12	110288748	110318293
TCHP	chr12	110338069	110421646
GIT2	chr12	110367607	110434194
ANKRD13A	chr12	110436991	110477568
C12orf76	chr12	110465872	110511491
IFT81	chr12	110562140	110656602
ATP2A2	chr12	110718561	110788898
ANAPC7	chr12	110810705	110841535
ARPC3	chr12	110872630	110888227
GPN3	chr12	110890289	110907073
VPS29	chr12	110928902	110939922
PPTC7	chr12	110969120	111021125
TCTN1	chr12	111051832	111087235
HVCN1	chr12	111065646	111142755
PPP1CC	chr12	111157485	111180744
SH2B3	chr12	111843752	111889427
ATXN2	chr12	111890018	112037480
ALDH2	chr12	112204691	112247782
MAPKAPK5-AS1	chr12	112277571	112280706
MAPKAPK5	chr12	112279782	112334343
ERP29	chr12	112451120	112461255
NAA25	chr12	112464500	112546826
HECTD4	chr12	112597992	112819896
RPL6	chr12	112842994	112856642
PTPN11	chr12	112856155	112947717
OAS1	chr12	113344582	113369990
DDX54	chr12	113594979	113623284
TPCN1	chr12	113658855	113736390
SLC8B1	chr12	113736564	113797298
SDSL	chr12	113860042	113876081
RBM19	chr12	114254543	114404176
MED13L	chr12	116395711	116715143
C12orf49	chr12	117153593	117175875
FBXO21	chr12	117581146	117628336
WSB2	chr12	118470712	118500235
PEBP1	chr12	118573663	118583389
TAOK3	chr12	118587606	118810750
SUDS3	chr12	118814185	118855840
PRKAB1	chr12	120105558	120119435
RAB35	chr12	120532899	120555306
RPLP0	chr12	120634489	120639038
PXN	chr12	120648250	120703574
COX6A1	chr12	120875893	120878545
TRIAP1	chr12	120881764	120884215
SRSF9	chr12	120899471	120907596
DYNLL1	chr12	120907653	120936296
COQ5	chr12	120941077	120972237
RNF10	chr12	120971283	121015397
POP5	chr12	121016567	121019201
MLEC	chr12	121124672	121139667
SPPL3	chr12	121200313	121342174
C12orf43	chr12	121440225	121454305
P2RX7	chr12	121570622	121623876
P2RX4	chr12	121647660	121671909
ANAPC5	chr12	121746048	121837699
RNF34	chr12	121837844	121868389
KDM2B	chr12	121866900	122018920
ORAI1	chr12	122064455	122080583
RHOF	chr12	122215664	122241309
PSMD9	chr12	122326637	122356203
MLXIP	chr12	122516628	122631894
CLIP1	chr12	122755979	122907179
ZCCHC8	chr12	122957417	122985518
RSRC2	chr12	122989190	123011547
DENR	chr12	123237321	123255611
HIP1R	chr12	123319000	123347507
VPS37B	chr12	123349882	123380991
ARL6IP4	chr12	123464607	123467456
MPHOSPH9	chr12	123636867	123728561
C12orf65	chr12	123717463	123742506
CDK2AP1	chr12	123745528	123756881
SBNO1	chr12	123773656	123849390
SETD8	chr12	123868320	123893905
RILPL2	chr12	123899936	123921264
SNRNP35	chr12	123942188	123957701
TMED2	chr12	124069078	124083116
DDX55	chr12	124086624	124105488
EIF2B1	chr12	124104953	124118313
GTF2H3	chr12	124118375	124147153
CCDC92	chr12	124403207	124457378
ZNF664	chr12	124456392	124499986
NCOR2	chr12	124808961	125052135
SCARB1	chr12	125261402	125367214
UBC	chr12	125396150	125401914
BRI3BP	chr12	125478246	125515777
TMEM132B	chr12	125671382	126146917
TMEM132C	chr12	128751948	129192460
SLC15A4	chr12	129277739	129308528
STX2	chr12	131274145	131323811
RAN	chr12	131356424	131362223
SFSWAP	chr12	132195626	132284282
MMP17	chr12	132312938	132336328
EP400	chr12	132434508	132565005
NOC4L	chr12	132628993	132637013
PXMP2	chr12	133264192	133297276
ANKLE2	chr12	133302254	133338474
GOLGA3	chr12	133345495	133405444
CHFR	chr12	133398773	133532890
ZNF891	chr12	133694740	133707059
MPHOSPH8	chr13	20207788	20247599
PSPC1	chr13	20248896	20357142
ZMYM5	chr13	20397622	20437776
ZMYM2	chr13	20532810	20665968
CRYL1	chr13	20977806	21099996
IFT88	chr13	21140585	21265503
XPO4	chr13	21351469	21477187
SAP18	chr13	21714653	21723221
MRP63	chr13	21750784	21753223
ZDHHC20	chr13	21950263	22033509
MICU2	chr13	22066836	22178353
SACS	chr13	23902965	24007841
SPATA13	chr13	24553944	24881212
PARP4	chr13	24995064	25086948
AMER2	chr13	25735822	25746426
MTMR6	chr13	25802307	25862147
NUPL1	chr13	25875662	25923938
RNF6	chr13	26706253	26796791
WASF3	chr13	27131840	27263085
USP12	chr13	27640293	27746033
RPL21	chr13	27825446	27830828
GTF3A	chr13	27998681	28009958
MTIF3	chr13	28009776	28024739
POLR1D	chr13	28194903	28241548
PAN3	chr13	28712643	28869475
POMP	chr13	29233241	29253062
SLC7A1	chr13	30083547	30169825
UBL3	chr13	30338508	30424821
HMGB1	chr13	31032884	31191734
ALOX5AP	chr13	31309645	31338556
HSPH1	chr13	31710762	31736525
N4BP2L1	chr13	32974861	33002315
N4BP2L2	chr13	33006554	33112970
PDS5B	chr13	33160564	33352157
NBEA	chr13	35516424	36247159
DCLK1	chr13	36345478	36705443
SPG20	chr13	36875775	36944317
ALG5	chr13	37523912	37574398
EXOSC8	chr13	37572953	37583750
SUPT20H	chr13	37583449	37633850
POSTN	chr13	38136720	38172981
UFM1	chr13	38923986	38937140
NHLRC3	chr13	39612443	39624246
LHFP	chr13	39917029	40177665
FOXO1	chr13	41129804	41240734
MRPS31	chr13	41303432	41345309
ELF1	chr13	41506056	41635576
WBP4	chr13	41635410	41658137
NAA16	chr13	41885341	41951166
RGCC	chr13	42031695	42045018
AKAP11	chr13	42846289	42897396
EPSTI1	chr13	43460524	43566407
DNAJC15	chr13	43597339	43683045
TSC22D1	chr13	45007655	45151283
GPALPP1	chr13	45563687	45607746
GTF2F2	chr13	45694650	45858237
TPT1	chr13	45911008	45915505
TPT1-AS1	chr13	45915480	45965872
COG3	chr13	46039060	46110765
ZC3H13	chr13	46528600	46626894
LCP1	chr13	46700055	46786006
LRCH1	chr13	47127303	47327175
ESD	chr13	47345391	47371367
SUCLA2	chr13	48510622	48612125
MED4	chr13	48627459	48669267
ITM2B	chr13	48807294	48837063
RB1	chr13	48877887	49056122
LPAR6	chr13	48963707	49018840
RCBTB2	chr13	49063095	49107369
FNDC3A	chr13	49550048	49783915
PHF11	chr13	50069746	50103123
RCBTB1	chr13	50106082	50159719
EBPL	chr13	50234859	50265611
KPNA3	chr13	50273447	50367057
SPRYD7	chr13	50486842	50510626
TRIM13	chr13	50570024	50594617
DLEU2	chr13	50601269	50699856
DLEU1	chr13	50656307	51297372
RNASEH2B	chr13	51483814	51544592
INTS6	chr13	51928213	52028400
WDFY2	chr13	52158644	52336171
VPS36	chr13	52986737	53024763
CKAP2	chr13	53029564	53050763
SUGT1	chr13	53226844	53275044
PCDH17	chr13	58205944	58303445
PCDH9	chr13	66876967	67804468
MZT1	chr13	73282495	73301825
DIS3	chr13	73329540	73356234
PIBF1	chr13	73356197	73590591
KLF12	chr13	74260226	74708394
TBC1D4	chr13	75858808	76056250
COMMD6	chr13	76099350	76123575
UCHL3	chr13	76123619	76180085
KCTD12	chr13	77454312	77460540
CLN5	chr13	77564795	77576652
FBXL3	chr13	77566740	77601330
MYCBP2	chr13	77618792	77901185
SLAIN1	chr13	78272023	78338377
EDNRB	chr13	78469616	78493903
RBM26	chr13	79885962	79980612
NDFIP2	chr13	80055287	80130210
SPRY2	chr13	80910111	80915086
GPR180	chr13	95254157	95286899
SOX21	chr13	95361886	95364389
ABCC4	chr13	95672083	95953687
CLDN10	chr13	96085858	96232013
DZIP1	chr13	96230457	96296957
DNAJC3	chr13	96329393	96447243
UGGT2	chr13	96453834	96705736
MBNL2	chr13	97873688	98046374
RAP2A	chr13	98086476	98121382
IPO5	chr13	98605912	98676551
FARP1	chr13	98794816	99102027
STK24	chr13	99102455	99230194
DOCK9	chr13	99445741	99738879
UBAC2	chr13	99853028	100038688
GPR183	chr13	99946784	99959659
TM9SF2	chr13	100153671	100216260
ZIC2	chr13	100634026	100639018
PCCA	chr13	100741269	101182686
FGF14	chr13	102372134	103054124
TPP2	chr13	103249353	103331521
ERCC5	chr13	103497194	103528345
ARGLU1	chr13	107194021	107220512
ABHD13	chr13	108870727	108886603
TNFSF13B	chr13	108903588	108960832
IRS2	chr13	110406184	110438915
COL4A1	chr13	110801318	110959496
COL4A2	chr13	110958159	111165374
RAB20	chr13	111175417	111214080
CARS2	chr13	111293759	111365950
ING1	chr13	111365083	111373421
ANKRD10	chr13	111530887	111567416
ARHGEF7	chr13	111766906	111958084
TUBGCP3	chr13	113139325	113242481
ATP11A	chr13	113344643	113541482
MCF2L	chr13	113548692	113754053
PCID2	chr13	113831891	113863029
CUL4A	chr13	113862552	113919399
LAMP1	chr13	113951556	113977987
TMCO3	chr13	114145310	114204542
TFDP1	chr13	114239013	114295785
GAS6	chr13	114523522	114567046
RASA3	chr13	114747194	114898086
CDC16	chr13	115000362	115038198
UPF3A	chr13	115047059	115071283
